"TOA5","Shawn","CR800","35658","CR800.Std.28","CPU:Shawn.CR8","8810","run2"
"TIMESTAMP","RECORD","BattV_Min","BattV","AirTC_2","RH_2","Latitude_A","Latitude_B","Longitude_A","Longitude_B","Speed","MagVar","Altitude","Course","FixQual","NumSats","PPS","SecSinceGPRMC","GPSReady","MaxClockChange","NumClockChange","SlrkW","SlrMJ_Tot","PTemp_C","NMEASent(1)","NMEASent(2)"
"TS","RN","Volts","Volts","Deg C","%","degrees","minutes","degrees","minutes","knots","degrees","meters","degrees","code","count","microseconds","seconds","count","milliseconds","count","kW/m^2","MJ/m^2","Deg C","",""
"","","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Tot","Smp","Smp","Smp"
"2015-07-24 08:07:10",0,12.98,12.98,26.31614,70.89552,19,43.7476,-155,-5.4243,0,9.7,49.7,211.2,2,11,"NAN",0.49,0,0,0,0.1174218,0.000587109,26.93,"$GPRMC,180636,A,1943.7476,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180636,1943.7476,N,15505.4243,W,2,11,0.8,49.7,M,2.3,M,,"
"2015-07-24 08:07:15",1,12.98,12.98,26.31614,70.89552,19,43.7476,-155,-5.4243,0,9.7,49.7,211.2,2,11,"NAN",0.48,0,0,0,0.1170844,0.0005854219,26.93,"$GPRMC,180641,A,1943.7476,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180641,1943.7476,N,15505.4243,W,2,11,0.8,49.7,M,2.3,M,,"
"2015-07-24 08:07:20",2,12.98,12.98,26.31614,70.62414,19,43.7477,-155,-5.4243,0,9.7,49.7,211.2,2,11,"NAN",0.49,0,0,0,0.1170844,0.0005854219,26.93,"$GPRMC,180646,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180646,1943.7477,N,15505.4243,W,2,11,0.8,49.7,M,2.3,M,,"
"2015-07-24 08:07:25",3,12.98,12.98,26.35006,70.31885,19,43.7477,-155,-5.4243,0,9.7,49.7,211.2,2,11,"NAN",0.48,0,0,0,0.116747,0.0005837348,26.93,"$GPRMC,180651,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180651,1943.7477,N,15505.4243,W,2,11,0.8,49.7,M,2.3,M,,"
"2015-07-24 08:07:30",4,12.98,12.98,26.31614,70.18317,19,43.7477,-155,-5.4243,0,9.7,49.7,211.2,2,11,"NAN",0.47,0,0,0,0.116747,0.0005837348,26.93,"$GPRMC,180656,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180656,1943.7477,N,15505.4243,W,2,11,0.8,49.7,M,2.3,M,,"
"2015-07-24 08:07:35",5,12.98,12.98,26.28222,69.77611,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.49,0,0,0,0.116747,0.0005837348,26.93,"$GPRMC,180701,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180701,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:07:40",6,12.98,12.98,26.35006,69.33513,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.5,0,0,0,0.116747,0.0005837348,26.93,"$GPRMC,180706,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180706,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:07:45",7,12.98,12.98,26.28222,69.23337,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.5,0,0,0,0.1164095,0.0005820477,26.93,"$GPRMC,180711,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180711,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:07:50",8,12.97,12.97,26.31614,69.30121,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.47,0,0,0,0.1160721,0.0005803606,26.93,"$GPRMC,180716,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180716,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:07:55",9,12.97,12.97,26.35006,69.30121,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.48,0,0,0,0.1157347,0.0005786736,26.93,"$GPRMC,180721,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180721,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:08:00",10,12.97,12.97,26.31614,68.89416,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.48,0,0,0,0.1153973,0.0005769865,26.93,"$GPRMC,180726,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180726,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:08:05",11,12.97,12.97,26.35006,69.02984,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.51,0,0,0,0.1150599,0.0005752993,26.93,"$GPRMC,180731,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180731,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:08:10",12,12.97,12.97,26.35006,69.30121,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.52,0,0,0,0.1147236,0.0005736181,26.93,"$GPRMC,180736,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180736,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:08:15",13,12.97,12.97,26.31614,69.70827,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.49,0,0,0,0.1147236,0.0005736181,26.93,"$GPRMC,180741,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180741,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:08:20",14,12.97,12.97,26.38398,69.70827,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,10,"NAN",0.5,0,0,0,0.1143862,0.000571931,26.93,"$GPRMC,180746,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180746,1943.7477,N,15505.4243,W,2,10,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:08:25",15,12.97,12.97,26.35006,69.53866,19,43.7477,-155,-5.4243,0,9.7,49.6,211.2,2,11,"NAN",0.49,0,0,0,0.1140488,0.0005702439,26.93,"$GPRMC,180751,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180751,1943.7477,N,15505.4243,W,2,11,0.8,49.6,M,2.3,M,,"
"2015-07-24 08:08:30",16,12.97,12.97,26.35006,69.26729,19,43.7477,-155,-5.4243,0,9.7,49.5,211.2,2,11,"NAN",0.5,0,0,0,0.1140488,0.0005702439,26.93,"$GPRMC,180756,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180756,1943.7477,N,15505.4243,W,2,11,0.8,49.5,M,2.3,M,,"
"2015-07-24 08:08:35",17,12.97,12.97,26.35006,69.40298,19,43.7477,-155,-5.4243,0,9.7,49.5,211.2,2,11,"NAN",0.49,0,0,0,0.1140488,0.0005702439,26.93,"$GPRMC,180801,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180801,1943.7477,N,15505.4243,W,2,11,0.8,49.5,M,2.3,M,,"
"2015-07-24 08:08:40",18,12.97,12.97,26.38398,69.74219,19,43.7477,-155,-5.4243,0,9.7,49.5,211.2,2,11,"NAN",0.49,0,0,0,0.1137114,0.0005685568,26.93,"$GPRMC,180806,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180806,1943.7477,N,15505.4243,W,2,11,0.8,49.5,M,2.3,M,,"
"2015-07-24 08:08:45",19,12.97,12.97,26.35006,70.28493,19,43.7477,-155,-5.4243,0,9.7,49.5,211.2,2,11,"NAN",0.49,0,0,0,0.1140488,0.0005702439,26.93,"$GPRMC,180811,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180811,1943.7477,N,15505.4243,W,2,11,0.8,49.5,M,2.3,M,,"
"2015-07-24 08:08:50",20,12.97,12.97,26.4179,70.45454,19,43.7477,-155,-5.4243,0,9.7,49.5,211.2,2,10,"NAN",0.51,0,0,0,0.1137114,0.0005685568,26.93,"$GPRMC,180816,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180816,1943.7477,N,15505.4243,W,2,10,0.8,49.5,M,2.3,M,,"
"2015-07-24 08:08:55",21,12.97,12.97,26.4179,70.14925,19,43.7477,-155,-5.4243,0,9.7,49.5,211.2,2,11,"NAN",0.49,0,0,0,0.1133739,0.0005668696,26.93,"$GPRMC,180821,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180821,1943.7477,N,15505.4243,W,2,11,0.8,49.5,M,2.3,M,,"
"2015-07-24 08:09:00",22,12.97,12.97,26.4179,70.5563,19,43.7477,-155,-5.4243,0,9.7,49.5,211.2,2,11,"NAN",0.51,0,0,0,0.1133739,0.0005668696,26.93,"$GPRMC,180826,A,1943.7477,N,15505.4243,W,000.0,211.2,240715,009.7,E","$GPGGA,180826,1943.7477,N,15505.4243,W,2,11,0.8,49.5,M,2.3,M,,"
"2015-07-24 08:09:05",23,12.96,12.96,26.4179,71.13296,19,43.7477,-155,-5.4242,0,9.7,49.5,211.2,2,11,"NAN",0.51,0,0,0,0.1130365,0.0005651825,26.93,"$GPRMC,180831,A,1943.7477,N,15505.4242,W,000.0,211.2,240715,009.7,E","$GPGGA,180831,1943.7477,N,15505.4242,W,2,11,0.8,49.5,M,2.3,M,,"
"2015-07-24 08:09:10",24,12.96,12.96,26.38398,71.40434,19,43.7477,-155,-5.4242,0,9.7,49.4,211.2,2,11,"NAN",0.49,0,0,0,0.1127,0.0005635,26.93,"$GPRMC,180836,A,1943.7477,N,15505.4242,W,000.0,211.2,240715,009.7,E","$GPGGA,180836,1943.7477,N,15505.4242,W,2,11,0.8,49.4,M,2.3,M,,"
"2015-07-24 08:09:15",25,12.96,12.96,26.48574,71.74355,19,43.7477,-155,-5.4242,0,9.7,49.4,211.2,2,11,"NAN",0.5,0,0,0,0.1127,0.0005635,26.93,"$GPRMC,180841,A,1943.7477,N,15505.4242,W,000.0,211.2,240715,009.7,E","$GPGGA,180841,1943.7477,N,15505.4242,W,2,11,0.8,49.4,M,2.3,M,,"
"2015-07-24 08:09:20",26,12.97,12.97,26.45182,73.27,19,43.7477,-155,-5.4242,0,9.7,49.4,211.2,2,11,"NAN",0.48,0,0,0,0.1127,0.0005635,26.93,"$GPRMC,180846,A,1943.7477,N,15505.4242,W,000.0,211.2,240715,009.7,E","$GPGGA,180846,1943.7477,N,15505.4242,W,2,11,0.8,49.4,M,2.3,M,,"
"2015-07-24 08:09:25",27,12.96,12.96,26.45182,74.76254,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.49,0,0,0,0.1127,0.0005635,26.93,"$GPRMC,180851,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180851,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:09:30",28,12.96,12.96,26.48574,74.99999,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,10,"NAN",0.5,0,0,0,0.1123626,0.0005618129,26.93,"$GPRMC,180856,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180856,1943.7472,N,15505.4238,W,2,10,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:09:35",29,12.96,12.96,26.48574,74.59293,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.5,0,0,0,0.1123626,0.0005618129,26.93,"$GPRMC,180901,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180901,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:09:40",30,12.96,12.96,26.45182,74.3894,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.5,0,0,0,0.1123626,0.0005618129,26.93,"$GPRMC,180906,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180906,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:09:45",31,12.96,12.96,26.48574,73.43961,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.49,0,0,0,0.1120252,0.0005601257,26.93,"$GPRMC,180911,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180911,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:09:50",32,12.96,12.96,26.48574,72.7951,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.49,0,0,0,0.1116877,0.0005584387,26.93,"$GPRMC,180916,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180916,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:09:55",33,12.96,12.96,26.4179,72.38805,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.49,0,0,0,0.1113503,0.0005567515,26.93,"$GPRMC,180921,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180921,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:10:00",34,12.96,12.96,26.35006,72.55766,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.49,0,0,0,0.1123626,0.0005618129,26.93,"$GPRMC,180926,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180926,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:10:05",35,12.96,12.96,26.4179,71.43826,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.48,0,0,0,0.1116877,0.0005584387,26.93,"$GPRMC,180931,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180931,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:10:10",36,12.96,12.96,26.4507,70.01237,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.48,0,0,0,0.111351,0.0005567552,26.93,"$GPRMC,180936,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180936,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:10:15",37,12.96,12.96,26.41678,68.79123,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.5,0,0,0,0.1120259,0.0005601294,26.93,"$GPRMC,180941,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180941,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:10:20",38,12.96,12.96,26.4507,68.92691,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.48,0,0,0,0.111351,0.0005567552,26.96,"$GPRMC,180946,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180946,1943.7472,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:10:25",39,12.96,12.96,26.48462,69.09651,19,43.7473,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.49,0,0,0,0.1110136,0.000555068,26.93,"$GPRMC,180951,A,1943.7473,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180951,1943.7473,N,15505.4238,W,2,11,0.7,49.0,M,2.3,M,,"
"2015-07-24 08:10:30",40,12.96,12.96,26.41678,69.46964,19,43.7473,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.48,0,0,0,0.1110136,0.000555068,26.96,"$GPRMC,180956,A,1943.7473,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,180956,1943.7473,N,15505.4238,W,2,11,0.7,49.0,M,2.3,M,,"
"2015-07-24 08:10:35",41,12.96,12.96,26.41678,69.60532,19,43.7473,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.48,0,0,0,0.111351,0.0005567552,26.96,"$GPRMC,181001,A,1943.7473,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181001,1943.7473,N,15505.4238,W,2,11,0.7,49.0,M,2.3,M,,"
"2015-07-24 08:10:40",42,12.96,12.96,26.4507,69.09651,19,43.7473,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.48,0,0,0,0.1100013,0.0005500066,26.96,"$GPRMC,181006,A,1943.7473,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181006,1943.7473,N,15505.4238,W,2,11,0.8,49.0,M,2.3,M,,"
"2015-07-24 08:10:45",43,12.95,12.95,26.41678,68.75731,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.52,0,0,0,0.108989,0.0005449452,26.96,"$GPRMC,181011,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181011,1943.7472,N,15505.4238,W,2,11,0.7,49.0,M,2.3,M,,"
"2015-07-24 08:10:50",44,12.95,12.95,26.48462,68.65555,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.49,0,0,0,0.1056148,0.0005280738,26.96,"$GPRMC,181016,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181016,1943.7472,N,15505.4238,W,2,11,0.7,49.0,M,2.3,M,,"
"2015-07-24 08:10:55",45,12.95,12.95,26.48462,68.65555,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.5,0,0,0,0.1059522,0.000529761,26.96,"$GPRMC,181021,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181021,1943.7472,N,15505.4238,W,2,11,0.7,49.0,M,2.3,M,,"
"2015-07-24 08:11:00",46,12.96,12.96,26.41678,68.79123,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.49,0,0,0,0.1049399,0.0005246995,26.96,"$GPRMC,181026,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181026,1943.7472,N,15505.4238,W,2,11,0.7,49.0,M,2.3,M,,"
"2015-07-24 08:11:05",47,12.95,12.95,26.41678,69.06259,19,43.7472,-155,-5.4238,0,9.7,49,211.2,2,11,"NAN",0.48,0,0,0,0.1042651,0.0005213253,26.96,"$GPRMC,181031,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181031,1943.7472,N,15505.4238,W,2,11,0.7,49.0,M,2.3,M,,"
"2015-07-24 08:11:10",48,12.95,12.95,26.45093,70.01261,19,43.7472,-155,-5.4238,0,9.7,48.9,211.2,2,11,"NAN",0.49,0,0,0,0.1042656,0.000521328,26.96,"$GPRMC,181036,A,1943.7472,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181036,1943.7472,N,15505.4238,W,2,11,0.7,48.9,M,2.3,M,,"
"2015-07-24 08:11:15",49,12.95,12.95,26.48485,70.35182,19,43.7473,-155,-5.4238,0,9.7,48.6,211.2,2,11,"NAN",0.49,0,0,0,0.1025784,0.0005128922,26.96,"$GPRMC,181041,A,1943.7473,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181041,1943.7473,N,15505.4238,W,2,11,0.7,48.6,M,2.3,M,,"
"2015-07-24 08:11:20",50,12.95,12.95,26.48485,70.62318,19,43.7474,-155,-5.4238,0,9.7,47.7,211.2,2,11,"NAN",0.48,0,0,0,0.1015662,0.0005078308,26.96,"$GPRMC,181046,A,1943.7474,N,15505.4238,W,000.0,211.2,240715,009.7,E","$GPGGA,181046,1943.7474,N,15505.4238,W,2,11,0.7,47.7,M,2.3,M,,"
"2015-07-24 08:11:25",51,12.95,12.95,26.45093,70.75887,19,43.7476,-155,-5.4239,0,9.7,47.1,211.2,2,11,"NAN",0.5,0,0,0,0.1008913,0.0005044565,26.96,"$GPRMC,181051,A,1943.7476,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181051,1943.7476,N,15505.4239,W,2,11,0.7,47.1,M,2.3,M,,"
"2015-07-24 08:11:30",52,12.95,12.95,26.48485,70.72495,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,11,"NAN",0.49,0,0,0,0.1005539,0.0005027694,26.96,"$GPRMC,181056,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181056,1943.7477,N,15505.4239,W,2,11,0.7,47.0,M,2.3,M,,"
"2015-07-24 08:11:35",53,12.95,12.95,26.417,70.58926,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,11,"NAN",0.48,0,0,0,0.1002164,0.0005010822,26.96,"$GPRMC,181101,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181101,1943.7477,N,15505.4239,W,2,11,0.7,47.0,M,2.3,M,,"
"2015-07-24 08:11:40",54,12.95,12.95,26.48485,71.16592,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,10,"NAN",0.49,0,0,0,0.1005539,0.0005027694,26.96,"$GPRMC,181106,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181106,1943.7477,N,15505.4239,W,2,10,0.9,47.0,M,2.3,M,,"
"2015-07-24 08:11:45",55,12.95,12.95,26.45093,71.33553,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,10,"NAN",0.5,0,0,0,0.09920416,0.0004960208,26.96,"$GPRMC,181111,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181111,1943.7477,N,15505.4239,W,2,10,0.9,47.0,M,2.3,M,,"
"2015-07-24 08:11:50",56,12.95,12.95,26.48485,71.23376,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,10,"NAN",0.5,0,0,0,0.09717958,0.0004858979,26.96,"$GPRMC,181116,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181116,1943.7477,N,15505.4239,W,2,10,0.9,47.0,M,2.3,M,,"
"2015-07-24 08:11:55",57,12.95,12.95,26.48485,70.28398,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,11,"NAN",0.49,0,0,0,0.09515501,0.000475775,26.96,"$GPRMC,181121,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181121,1943.7477,N,15505.4239,W,2,11,0.7,47.0,M,2.3,M,,"
"2015-07-24 08:12:00",58,12.95,12.95,26.45093,69.19851,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,11,"NAN",0.5,0,0,0,0.09346786,0.0004673393,26.96,"$GPRMC,181126,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181126,1943.7477,N,15505.4239,W,2,11,0.7,47.0,M,2.3,M,,"
"2015-07-24 08:12:05",59,12.95,12.95,26.45093,68.5201,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,11,"NAN",0.48,0,0,0,0.092793,0.000463965,26.96,"$GPRMC,181131,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181131,1943.7477,N,15505.4239,W,2,11,0.7,47.0,M,2.3,M,,"
"2015-07-24 08:12:10",60,12.95,12.95,26.41718,68.31676,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,11,"NAN",0.49,0,0,0,0.09211854,0.0004605927,26.96,"$GPRMC,181136,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181136,1943.7477,N,15505.4239,W,2,11,0.7,47.0,M,2.3,M,,"
"2015-07-24 08:12:15",61,12.95,12.95,26.48503,68.18108,19,43.7477,-155,-5.4239,0,9.7,47,211.2,2,11,"NAN",0.48,0,0,0,0.0917811,0.0004589055,26.96,"$GPRMC,181141,A,1943.7477,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181141,1943.7477,N,15505.4239,W,2,11,0.7,47.0,M,2.3,M,,"
"2015-07-24 08:12:20",62,12.95,12.95,26.41718,68.11324,19,43.7478,-155,-5.4239,0,9.7,47,211.2,2,11,"NAN",0.48,0,0,0,0.09144367,0.0004572184,26.96,"$GPRMC,181146,A,1943.7478,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181146,1943.7478,N,15505.4239,W,2,11,0.7,47.0,M,2.3,M,,"
"2015-07-24 08:12:25",63,12.95,12.95,26.48503,67.90971,19,43.7478,-155,-5.4239,0,9.7,47,211.2,2,11,"NAN",0.51,0,0,0,0.09076881,0.0004538441,26.96,"$GPRMC,181151,A,1943.7478,N,15505.4239,W,000.0,211.2,240715,009.7,E","$GPGGA,181151,1943.7478,N,15505.4239,W,2,11,0.7,47.0,M,2.3,M,,"
"2015-07-24 08:12:30",64,12.95,12.95,26.41718,67.97755,19,43.7479,-155,-5.424,0,9.7,46.8,211.2,2,10,"NAN",0.5,0,0,0,0.09009396,0.0004504698,26.96,"$GPRMC,181156,A,1943.7479,N,15505.4240,W,000.0,211.2,240715,009.7,E","$GPGGA,181156,1943.7479,N,15505.4240,W,2,10,0.8,46.8,M,2.3,M,,"
"2015-07-24 08:12:35",65,12.95,12.95,26.48503,67.94363,19,43.748,-155,-5.424,0,9.7,46.7,211.2,2,10,"NAN",0.51,0,0,0,0.08975653,0.0004487826,26.96,"$GPRMC,181201,A,1943.7480,N,15505.4240,W,000.0,211.2,240715,009.7,E","$GPGGA,181201,1943.7480,N,15505.4240,W,2,10,0.8,46.7,M,2.3,M,,"
"2015-07-24 08:12:40",66,12.95,12.95,26.48503,68.11324,19,43.7482,-155,-5.424,0,9.7,46.4,211.2,2,9,"NAN",0.52,0,0,0,0.08941909,0.0004470954,27,"$GPRMC,181206,A,1943.7482,N,15505.4240,W,000.0,211.2,240715,009.7,E","$GPGGA,181206,1943.7482,N,15505.4240,W,2,09,0.8,46.4,M,2.3,M,,"
"2015-07-24 08:12:45",67,12.95,12.95,26.4511,68.11324,19,43.7482,-155,-5.424,0,9.7,46.4,211.2,2,9,"NAN",0.5,0,0,0,0.08908166,0.0004454083,27,"$GPRMC,181211,A,1943.7482,N,15505.4240,W,000.0,211.2,240715,009.7,E","$GPGGA,181211,1943.7482,N,15505.4240,W,2,09,0.8,46.4,M,2.3,M,,"
"2015-07-24 08:12:50",68,12.95,12.95,26.4511,68.11324,19,43.7482,-155,-5.424,0,9.7,46.4,211.2,2,9,"NAN",0.52,0,0,0,0.08874423,0.0004437211,27,"$GPRMC,181216,A,1943.7482,N,15505.4240,W,000.0,211.2,240715,009.7,E","$GPGGA,181216,1943.7482,N,15505.4240,W,2,09,0.8,46.4,M,2.3,M,,"
"2015-07-24 08:12:55",69,12.95,12.95,26.41718,68.07932,19,43.7482,-155,-5.4241,0,9.7,46.1,211.2,2,9,"NAN",0.54,0,0,0,0.08806937,0.0004403469,27,"$GPRMC,181221,A,1943.7482,N,15505.4241,W,000.0,211.2,240715,009.7,E","$GPGGA,181221,1943.7482,N,15505.4241,W,2,09,0.9,46.1,M,2.3,M,,"
