REC(#),LOCALDATE(MM,DD,YY),LOCALTIME(hh:mm:ss),UTC(hh:mm:ss),INTEGRATIONTIME(s),DETNUM,LAT(deci.deg),LON(deci.deg),corLAT(deci.deg),corLON(deci.deg),alt(m),Rate(counts/inteveral)
1,9:15:2015,11:47:53,19:47:53,1,1,64.930208333,-147.633321667,64.930208333,-147.633321667,225.8,4.0
2,9:15:2015,11:47:55,19:47:55,1,1,64.930505,-147.634208333,64.930505,-147.634208333,225.2,0.0
3,9:15:2015,11:47:56,19:47:56,1,1,64.930653333,-147.634651667,64.930653333,-147.634651667,224.9,4.0
4,9:15:2015,11:47:57,19:47:57,1,1,64.930801667,-147.635093333,64.930801667,-147.635093333,224.6,4.0
5,9:15:2015,11:47:58,19:47:58,1,1,64.93095,-147.635535,64.93095,-147.635535,224.4,2.0
6,9:15:2015,11:47:59,19:47:59,1,1,64.9311,-147.635975,64.9311,-147.635975,224.1,2.0
7,9:15:2015,11:48:0,19:48:00,1,1,64.93125,-147.636416667,64.93125,-147.636416667,223.8,0.0
8,9:15:2015,11:48:1,19:48:01,1,1,64.9314,-147.63686,64.9314,-147.63686,223.6,2.0
9,9:15:2015,11:48:2,19:48:02,1,1,64.931551667,-147.637306667,64.931551667,-147.637306667,223.3,0.0
10,9:15:2015,11:48:3,19:48:03,1,1,64.931701667,-147.637751667,64.931701667,-147.637751667,223.1,0.0
11,9:15:2015,11:48:4,19:48:04,1,1,64.931853333,-147.638195,64.931853333,-147.638195,223.0,6.0
12,9:15:2015,11:48:5,19:48:05,1,1,64.93201,-147.638635,64.93201,-147.638635,222.8,2.0
13,9:15:2015,11:48:6,19:48:06,1,1,64.932171667,-147.639066667,64.932171667,-147.639066667,222.6,0.0
14,9:15:2015,11:48:7,19:48:07,1,1,64.932341667,-147.639478333,64.932341667,-147.639478333,222.5,2.0
15,9:15:2015,11:48:8,19:48:08,1,1,64.93252,-147.63987,64.93252,-147.63987,222.4,0.0
16,9:15:2015,11:48:9,19:48:09,1,1,64.932706667,-147.640241667,64.932706667,-147.640241667,222.3,0.0
17,9:15:2015,11:48:10,19:48:10,1,1,64.9329,-147.640593333,64.9329,-147.640593333,222.1,2.0
18,9:15:2015,11:48:11,19:48:11,1,1,64.933101667,-147.640923333,64.933101667,-147.640923333,222.0,2.0
19,9:15:2015,11:48:12,19:48:12,1,1,64.933306667,-147.64123,64.933306667,-147.64123,221.8,2.0
20,9:15:2015,11:48:13,19:48:13,1,1,64.933518333,-147.641515,64.933518333,-147.641515,221.7,4.0
21,9:15:2015,11:48:14,19:48:14,1,1,64.933733333,-147.641776667,64.933733333,-147.641776667,221.6,4.0
22,9:15:2015,11:48:15,19:48:15,1,1,64.93395,-147.64201,64.93395,-147.64201,221.4,2.0
23,9:15:2015,11:48:16,19:48:16,1,1,64.93417,-147.64221,64.93417,-147.64221,221.3,6.0
24,9:15:2015,11:48:17,19:48:17,1,1,64.934395,-147.642385,64.934395,-147.642385,221.1,4.0
25,9:15:2015,11:48:18,19:48:18,1,1,64.934621667,-147.642541667,64.934621667,-147.642541667,220.9,0.0
26,9:15:2015,11:48:19,19:48:19,1,1,64.934853333,-147.64268,64.934853333,-147.64268,220.6,0.0
27,9:15:2015,11:48:20,19:48:20,1,1,64.935088333,-147.642793333,64.935088333,-147.642793333,220.4,4.0
28,9:15:2015,11:48:21,19:48:21,1,1,64.935325,-147.642881667,64.935325,-147.642881667,220.4,4.0
29,9:15:2015,11:48:22,19:48:22,1,1,64.93556,-147.642946667,64.93556,-147.642946667,220.5,6.0
30,9:15:2015,11:48:23,19:48:23,1,1,64.935795,-147.642993333,64.935795,-147.642993333,220.9,0.0
31,9:15:2015,11:48:24,19:48:24,1,1,64.936028333,-147.643026667,64.936028333,-147.643026667,221.4,2.0
32,9:15:2015,11:48:25,19:48:25,1,1,64.93626,-147.643055,64.93626,-147.643055,221.9,8.0
33,9:15:2015,11:48:26,19:48:26,1,1,64.936491667,-147.643085,64.936491667,-147.643085,222.6,0.0
34,9:15:2015,11:48:27,19:48:27,1,1,64.93672,-147.643115,64.93672,-147.643115,223.1,2.0
35,9:15:2015,11:48:28,19:48:28,1,1,64.93695,-147.643143333,64.93695,-147.643143333,223.7,4.0
36,9:15:2015,11:48:29,19:48:29,1,1,64.93718,-147.643173333,64.93718,-147.643173333,224.3,4.0
37,9:15:2015,11:48:30,19:48:30,1,1,64.93741,-147.643205,64.93741,-147.643205,224.8,4.0
38,9:15:2015,11:48:31,19:48:31,1,1,64.937641667,-147.643235,64.937641667,-147.643235,225.2,4.0
39,9:15:2015,11:48:32,19:48:32,1,1,64.937876667,-147.643266667,64.937876667,-147.643266667,225.6,2.0
40,9:15:2015,11:48:33,19:48:33,1,1,64.938113333,-147.643298333,64.938113333,-147.643298333,226.0,4.0
41,9:15:2015,11:48:34,19:48:34,1,1,64.93835,-147.643328333,64.93835,-147.643328333,226.3,2.0
42,9:15:2015,11:48:35,19:48:35,1,1,64.93859,-147.64336,64.93859,-147.64336,226.6,2.0
43,9:15:2015,11:48:36,19:48:36,1,1,64.938831667,-147.643393333,64.938831667,-147.643393333,226.9,2.0
44,9:15:2015,11:48:37,19:48:37,1,1,64.939073333,-147.643426667,64.939073333,-147.643426667,227.1,2.0
45,9:15:2015,11:48:38,19:48:38,1,1,64.939313333,-147.64346,64.939313333,-147.64346,227.2,0.0
46,9:15:2015,11:48:39,19:48:39,1,1,64.939551667,-147.643493333,64.939551667,-147.643493333,227.3,6.0
47,9:15:2015,11:48:40,19:48:40,1,1,64.939786667,-147.643526667,64.939786667,-147.643526667,227.3,0.0
48,9:15:2015,11:48:41,19:48:41,1,1,64.940021667,-147.643558333,64.940021667,-147.643558333,227.4,4.0
49,9:15:2015,11:48:42,19:48:42,1,1,64.940256667,-147.643591667,64.940256667,-147.643591667,227.4,4.0
50,9:15:2015,11:48:43,19:48:43,1,1,64.94049,-147.643626667,64.94049,-147.643626667,227.3,4.0
51,9:15:2015,11:48:44,19:48:44,1,1,64.940723333,-147.643661667,64.940723333,-147.643661667,227.2,2.0
52,9:15:2015,11:48:45,19:48:45,1,1,64.940955,-147.643696667,64.940955,-147.643696667,227.0,2.0
53,9:15:2015,11:48:46,19:48:46,1,1,64.941183333,-147.643731667,64.941183333,-147.643731667,226.8,0.0
54,9:15:2015,11:48:47,19:48:47,1,1,64.941408333,-147.643763333,64.941408333,-147.643763333,226.6,0.0
55,9:15:2015,11:48:48,19:48:48,1,1,64.941631667,-147.643795,64.941631667,-147.643795,226.4,8.0
56,9:15:2015,11:48:49,19:48:49,1,1,64.941853333,-147.643828333,64.941853333,-147.643828333,226.1,4.0
