"TOA5","CR800Series","CR800","35658","CR800.Std.28","CPU:Ultralytics1.CR8","18129","Five_Sec"
"TIMESTAMP","RECORD","BattV","PTemp_C","SlrW","AirTC","RH","NMEASent(1)","NMEASent(2)","Latitude_A","Latitude_B","Longitude_A","Longitude_B","Speed","Course","MagVar","FixQual","NumSats","Altitude","PPS","SecSinceGPRMC","GPSReady","MaxClockChange","NumClockChange","BP_kPa","VWC","EC","T","P","PA","VR"
"TS","RN","Volts","Deg C","W/m^2","Deg C","%","","","degrees","minutes","degrees","minutes","knots","degrees","degrees","code","count","meters","microseconds","seconds","count","milliseconds","count","kPa","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2015-09-16 12:53:00",0,12.87,18.58,66.82,8.98,54.85,"$GPRMC,175256,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175256,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.93,0,0,0,96.6,0,0.001,12.72,1.017,1.081,1
"2015-09-16 12:53:05",1,12.87,18.58,66.49,8.98,55.43,"$GPRMC,175301,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175301,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.93,0,0,0,96.6,0,0.001,12.72,1.019,1.081,1
"2015-09-16 12:53:10",2,12.87,18.56,66.49,9.05,55.53,"$GPRMC,175306,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175306,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.93,0,0,0,96.5,0,0.001,12.73,1.019,1.081,1
"2015-09-16 12:53:15",3,12.87,18.56,66.49,9.05,55.46,"$GPRMC,175311,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175311,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.93,0,0,0,96.6,0,0.001,12.7,1.019,1.081,1
"2015-09-16 12:53:20",4,12.87,18.56,66.49,9.05,55.46,"$GPRMC,175316,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175316,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.94,0,0,0,96.6,0,0.001,12.66,1.019,1.081,1
"2015-09-16 12:53:25",5,12.87,18.56,66.49,9.05,55.46,"$GPRMC,175321,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175321,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.92,0,0,0,96.5,0,0.001,12.68,1.019,1.081,1
"2015-09-16 12:53:30",6,12.87,18.53,66.49,9.05,55.26,"$GPRMC,175326,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175326,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.93,0,0,0,96.5,0,0.001,12.68,1.017,1.081,1
"2015-09-16 12:53:35",7,12.87,18.53,66.49,9.09,54.95,"$GPRMC,175331,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175331,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.94,0,0,0,96.6,0,0.001,12.68,1.021,1.081,1
"2015-09-16 12:53:40",8,12.87,18.51,66.49,9.15,54.65,"$GPRMC,175336,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175336,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.93,0,0,0,96.5,0,0.001,12.66,1.019,1.081,1
"2015-09-16 12:53:45",9,12.87,18.51,66.49,9.12,54.48,"$GPRMC,175341,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175341,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.94,0,0,0,96.6,0,0.001,12.66,1.021,1.081,1
"2015-09-16 12:53:50",10,12.87,18.51,66.49,9.12,54.38,"$GPRMC,175346,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175346,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.94,0,0,0,96.6,0,0.001,12.61,1.017,1.081,1
"2015-09-16 12:53:55",11,12.86,18.51,66.49,9.12,54.34,"$GPRMC,175351,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175351,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.9,0,0,0,96.6,0,0,12.63,1.022,1.081,1
"2015-09-16 12:54:00",12,12.86,18.51,66.49,9.19,54,"$GPRMC,175356,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175356,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.92,0,0,0,96.5,0,0,12.62,1.023,1.081,1
"2015-09-16 12:54:05",13,12.86,18.48,66.49,9.19,53.5,"$GPRMC,175401,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175401,6715.0553,N,15010.5703,W,2,11,0.7,331.1,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.1,"NAN",0.94,0,0,0,96.5,0,0.001,12.61,1.02,1.081,1
"2015-09-16 12:54:10",14,12.86,18.48,66.49,9.15,53.33,"$GPRMC,175406,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175406,6715.0553,N,15010.5703,W,2,11,0.7,331.2,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.2,"NAN",0.91,0,0,0,96.6,0,0.001,12.58,1.019,1.081,1
"2015-09-16 12:54:15",15,12.86,18.48,66.49,9.15,53.05,"$GPRMC,175411,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175411,6715.0553,N,15010.5703,W,2,11,0.7,331.2,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.2,"NAN",0.92,0,0,0,96.6,0,0.001,12.58,1.02,1.081,1
"2015-09-16 12:54:20",16,12.86,18.46,66.49,9.15,52.72,"$GPRMC,175416,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175416,6715.0553,N,15010.5703,W,2,11,0.7,331.2,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.2,"NAN",0.92,0,0,0,96.5,0,0.001,12.58,1.016,1.081,1
"2015-09-16 12:54:25",17,12.86,18.46,66.49,9.12,52.58,"$GPRMC,175421,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175421,6715.0553,N,15010.5703,W,2,11,0.7,331.2,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.2,"NAN",0.92,0,0,0,96.6,0,0,12.56,1.022,1.081,1
"2015-09-16 12:54:30",18,12.86,18.46,66.49,9.09,52.48,"$GPRMC,175426,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175426,6715.0553,N,15010.5703,W,2,11,0.7,331.2,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.2,"NAN",0.93,0,0,0,96.6,0,0.001,12.53,1.019,1.081,1
"2015-09-16 12:54:35",19,12.86,18.46,66.49,9.05,52.44,"$GPRMC,175431,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175431,6715.0553,N,15010.5703,W,2,11,0.7,331.2,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.2,"NAN",0.92,0,0,0,96.5,0,0.001,12.53,1.018,1.081,1
"2015-09-16 12:54:40",20,12.86,18.43,66.49,9.05,52.65,"$GPRMC,175436,A,6715.0553,N,15010.5703,W,000.0,000.0,160915,019.2,E","$GPGGA,175436,6715.0553,N,15010.5703,W,2,11,0.7,331.2,M,3.9,M,,",67,15.06,-150,-10.57,0,0,19.2,2,11,331.2,"NAN",0.93,0,0,0,96.6,0,0.001,12.51,1,1.079,1
